id,quesm2,ativcolm2,forum5,forum6,forum7,ativcolm2r,quesm2r,forum8,forum2r,aprovado,quesm1,quesm1r,forum1,forum2,forum3,forum4,ativcolm1,ativcolm1r,forum1r
3937,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
3943,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,1,0
3949,0,1,0,1,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
3952,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
3987,1,1,0,0,0,1,1,0,0,Sim,1,0,1,1,1,0,1,0,0
3993,1,1,1,0,1,1,1,0,1,Sim,1,1,1,1,1,1,1,1,1
3998,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4016,1,1,1,1,0,0,0,0,0,Não,1,1,1,1,1,1,1,0,0
4043,1,1,1,0,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
4060,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4069,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4074,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4106,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4112,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4129,0,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4143,1,0,1,0,1,0,0,1,0,Sim,1,1,1,1,1,1,0,0,1
4154,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,1,1
4157,1,1,1,1,1,1,1,1,1,Não,1,1,1,1,1,1,1,1,1
4158,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4159,1,1,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
4165,1,1,1,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
4166,1,0,0,1,1,1,0,1,0,Não,1,1,1,1,1,1,0,0,0
4181,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4188,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4191,1,0,0,1,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
4201,1,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4228,1,1,1,1,1,1,0,0,0,Sim,1,0,1,1,1,1,1,0,0
4229,0,0,1,0,0,1,1,0,1,Sim,1,1,0,0,0,0,1,0,1
4238,0,1,0,0,0,1,1,0,1,Sim,1,1,0,1,1,0,1,0,0
4250,1,1,1,0,0,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
4265,1,1,0,0,0,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
4267,0,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4280,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
4281,0,1,0,0,0,0,1,0,0,Não,0,1,1,1,1,1,0,0,0
4287,1,1,1,0,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,1
4298,1,0,1,0,1,0,0,1,0,Não,0,0,1,1,1,0,0,0,0
4305,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4312,1,1,0,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,1,1
4330,1,0,1,0,1,0,0,1,0,Não,1,1,1,0,1,1,1,0,1
4346,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
4367,1,1,1,0,0,1,1,0,1,Sim,0,1,1,1,1,1,1,0,0
4381,1,1,0,0,0,0,1,0,1,Sim,1,0,1,1,1,0,1,0,0
4383,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
4390,1,1,1,1,1,0,0,1,0,Sim,0,1,1,1,1,0,0,1,1
4396,1,1,1,1,0,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
4407,1,1,1,0,0,0,0,1,0,Não,1,1,1,1,0,0,1,1,1
4409,1,1,1,1,1,0,1,1,1,Não,1,1,1,0,0,0,0,1,1
4417,1,0,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
4429,1,1,1,1,0,0,0,0,0,Não,1,0,1,1,0,1,1,0,0
4430,1,1,0,1,1,0,0,0,0,Sim,1,0,1,1,1,1,0,0,0
4448,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4453,1,0,0,0,0,0,0,0,0,Sim,0,0,1,1,1,1,1,0,0
4457,1,0,0,0,0,0,1,0,1,Não,1,1,0,1,1,1,0,0,1
4458,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4460,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
4482,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4502,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
4512,1,1,1,0,0,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
4520,1,1,1,0,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
4545,1,1,1,0,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
4558,0,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4561,0,0,1,0,0,1,0,1,0,Não,1,1,1,1,1,1,1,0,0
4564,1,1,1,0,0,0,1,0,1,Sim,1,0,1,1,1,1,1,0,1
4576,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
4579,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4581,0,0,0,0,0,0,0,0,0,Não,0,0,0,1,0,0,0,0,0
4604,0,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4609,1,0,1,1,1,0,1,0,0,Não,1,0,1,1,1,1,0,0,0
4613,1,1,1,0,0,1,1,0,1,Sim,1,1,1,1,1,1,0,1,1
4619,1,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
4625,1,1,0,1,1,0,0,0,1,Não,0,1,1,1,1,1,1,0,0
4632,1,0,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
4636,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4660,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,0,0,0,0,0
4674,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4676,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4685,1,1,1,1,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4687,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4700,1,1,0,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
4732,1,1,1,0,0,0,1,0,1,Não,0,1,1,1,1,1,0,1,1
4735,0,1,0,0,0,0,0,0,0,Não,1,1,1,1,1,0,1,0,0
4744,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,1,0,0
4748,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
4750,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4756,1,0,1,0,1,1,1,1,1,Não,1,0,1,1,1,1,1,0,0
4796,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,1,0
4804,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4807,1,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
4811,0,0,0,0,0,1,1,0,1,Não,0,1,1,1,0,0,1,1,1
4829,1,1,1,1,0,0,0,0,0,Não,0,0,1,1,0,0,1,0,0
4853,0,0,0,0,0,0,0,0,0,Não,0,1,0,0,0,0,1,1,0
4856,1,1,0,1,0,0,0,1,0,Não,0,1,1,1,1,1,0,0,1
4870,1,0,1,1,0,0,0,0,0,Não,0,1,1,1,1,0,1,0,1
4879,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4881,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
4890,0,0,0,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
4894,1,1,1,1,0,0,0,0,0,Sim,1,1,1,1,1,1,0,1,1
4922,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
4923,1,0,0,0,0,0,0,0,0,Não,1,1,1,1,1,1,0,1,0
4927,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4928,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
4931,1,0,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,0,0,0
4936,1,1,1,1,1,0,0,0,0,Não,0,1,1,1,1,1,1,1,1
4940,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,0
4945,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4949,1,0,1,1,0,1,1,0,1,Sim,1,1,1,1,1,1,0,1,1
4950,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4953,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4986,0,0,1,1,0,0,0,1,0,Não,1,1,1,1,1,1,0,0,0
4988,1,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5010,0,0,1,1,1,0,0,1,0,Não,0,0,0,0,0,0,1,0,0
5015,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
5016,1,0,0,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5023,1,1,0,0,0,0,1,0,1,Sim,1,1,0,1,1,0,0,0,0
5036,1,0,1,0,1,0,1,0,1,Sim,0,1,1,1,1,1,1,0,1
5037,1,1,1,1,1,0,0,1,0,Sim,0,1,1,1,1,1,1,1,1
5052,0,0,1,0,1,1,1,0,1,Não,1,0,1,1,1,1,1,0,1
5096,1,1,1,1,1,0,0,1,0,Não,0,0,1,0,0,0,0,0,0
5097,1,0,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
5111,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5152,1,1,1,1,1,0,0,0,0,Sim,0,0,1,1,1,1,1,0,0
5154,0,1,0,0,0,0,0,0,0,Sim,0,1,1,1,1,1,1,0,0
5158,1,1,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,1,0,0
5162,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
5228,0,1,0,0,0,1,1,0,1,Sim,0,1,1,1,1,1,1,1,1
5237,1,1,0,0,0,1,1,0,1,Não,0,1,0,0,0,0,0,1,1
5242,0,0,1,1,1,0,0,0,0,Não,0,1,1,0,0,0,0,1,1
5244,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5245,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5249,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,1
5260,1,1,1,0,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,0
5356,1,1,0,0,0,0,1,0,0,Não,1,0,0,1,0,1,1,0,0
5360,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
5361,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5364,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,1
5368,1,1,1,1,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
5372,1,0,0,0,0,0,0,0,0,Não,0,1,1,1,1,0,0,0,1
5376,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,0,0,0
5383,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
5406,1,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
5408,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5428,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5437,1,1,0,1,0,1,1,0,1,Não,1,0,1,1,1,1,1,0,0
5459,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5469,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5470,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
5481,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
5484,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5485,1,0,0,0,0,0,1,0,1,Sim,1,0,1,1,1,1,1,0,0
5489,1,1,1,1,1,0,0,0,0,Não,1,1,1,1,1,1,1,0,0
5516,1,1,1,0,1,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
5535,1,1,1,0,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5540,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,0
5557,1,0,1,0,1,0,1,0,1,Não,0,1,1,1,0,0,1,1,1
5576,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
5582,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5585,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,0,1,0,0,0
5588,1,1,1,0,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
5631,1,1,0,0,0,0,0,1,0,Sim,1,0,1,1,0,1,1,0,0
5637,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
5658,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,1,1,0
5661,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5663,1,0,1,1,1,0,0,1,0,Não,0,1,1,1,1,0,0,0,0
5672,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
5675,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5679,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5695,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5703,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
5708,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5709,1,1,1,1,1,0,1,1,1,Não,1,1,1,1,1,1,1,0,1
5727,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
5738,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
5750,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,1,0,1,0,0
5757,0,1,0,0,0,0,0,0,0,Não,1,0,1,0,0,0,1,0,0
5771,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5783,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,1,1,0,1,1
5799,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5836,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5848,0,1,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5849,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
5863,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,0,0,0
5881,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,1,1
5890,1,1,1,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
5893,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
5907,1,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
5917,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5919,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5927,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
5935,1,1,1,1,0,0,1,0,1,Sim,1,1,1,1,1,1,1,1,1
5943,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
5944,1,1,1,1,0,1,1,0,1,Sim,1,1,1,1,1,1,1,1,0
5968,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5976,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5980,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5990,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6025,1,1,1,0,0,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
6034,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6038,1,1,1,1,0,0,1,0,0,Sim,1,0,1,1,1,0,1,0,0
6063,1,0,0,0,0,1,1,1,1,Sim,0,1,0,0,0,0,0,1,1
6070,1,0,0,0,0,0,0,0,0,Não,1,1,0,0,0,0,1,0,0
6076,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6108,0,1,0,0,0,0,1,0,0,Sim,0,0,1,0,0,0,0,0,0
6120,1,1,0,0,1,1,1,0,1,Não,0,1,0,0,0,0,0,0,1
6126,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6163,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
6166,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6184,1,1,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
6192,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
6216,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6218,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,0,1,0
6228,1,0,1,1,1,0,1,1,0,Sim,0,1,1,1,1,1,1,0,1
6231,1,1,1,1,1,0,1,1,0,Não,1,0,1,1,1,1,1,0,0
6233,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
6244,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6275,0,0,0,0,0,0,0,0,0,Não,1,0,1,0,0,0,1,0,0
6284,1,0,0,0,0,0,0,0,0,Não,1,0,1,0,0,0,0,0,0
6297,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6310,0,0,0,1,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
6318,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6322,1,1,0,0,0,1,1,0,1,Não,1,0,1,1,0,0,1,0,0
6329,0,1,0,0,0,1,1,0,1,Sim,0,1,1,1,1,1,0,1,0
6331,1,0,0,0,0,1,1,0,0,Não,0,1,1,1,1,0,0,1,1
6336,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6345,1,1,0,0,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
6351,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
6361,1,1,1,0,1,0,0,0,1,Sim,1,0,1,1,1,1,1,0,0
6376,0,1,0,0,0,0,1,0,1,Não,0,0,1,1,1,0,1,0,0
6383,1,1,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
6392,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6401,0,0,0,1,0,0,0,0,0,Não,1,0,0,1,1,0,0,0,0
6402,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6410,0,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,0,1,0,0
6414,1,1,0,1,1,0,0,0,0,Sim,1,0,1,0,1,0,1,0,0
6417,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
6436,1,0,1,1,1,1,0,1,0,Não,1,0,1,1,1,1,1,0,0
6442,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6475,0,1,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
6488,1,1,1,1,0,0,0,1,0,Sim,0,1,1,1,1,1,1,0,0
6507,1,1,1,0,0,0,0,0,0,Sim,1,0,1,1,1,1,1,1,0
6508,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6510,1,1,0,1,0,0,1,0,0,Não,1,0,1,1,1,1,1,0,0
6540,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
6549,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
6566,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,0,1,0,0
6583,1,1,0,0,0,0,0,0,1,Não,1,0,1,1,1,1,1,0,0
6590,1,1,0,0,1,1,1,0,0,Não,1,0,0,0,0,0,1,0,0
6591,1,0,1,1,1,1,0,1,0,Não,1,0,1,1,1,1,1,0,1
6592,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
6606,1,1,1,0,0,0,0,0,0,Sim,0,1,1,1,1,0,0,1,1
6607,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6609,0,0,1,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
6610,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6616,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6628,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,1
6631,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,1
6643,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6645,1,1,0,0,0,1,0,1,1,Sim,1,0,1,1,1,1,1,0,0
6672,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6676,1,1,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6677,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6681,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
6693,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6697,1,0,0,0,0,0,0,0,0,Não,1,1,1,1,1,1,0,0,0
6700,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6703,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6717,1,1,0,1,1,0,0,0,0,Sim,1,1,1,0,1,1,1,0,0
6744,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
6746,0,1,0,1,0,1,1,1,1,Sim,0,1,1,1,1,0,1,1,1
6754,0,1,1,0,1,1,1,1,1,Não,1,0,1,1,1,1,1,0,0
6768,1,0,1,1,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
6777,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6780,1,1,1,1,0,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
6781,0,0,0,0,0,0,0,0,0,Não,0,0,0,1,0,0,1,0,0
6787,1,1,1,0,1,0,0,0,0,Não,1,1,1,1,1,0,1,0,0
6788,1,1,1,1,1,1,0,0,0,Sim,0,1,1,1,1,1,0,0,0
6797,1,1,1,1,1,1,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6801,1,1,1,1,0,0,1,1,0,Não,1,1,1,1,1,1,1,0,1
6808,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6812,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6821,1,1,0,0,0,0,0,0,0,Não,1,1,0,1,1,1,0,0,0
6839,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
6848,1,0,1,0,0,1,0,1,0,Não,1,0,1,1,1,0,1,0,0
6863,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6886,0,0,0,0,0,0,0,0,0,Não,1,0,1,0,1,0,1,0,0
6890,1,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
6898,0,1,0,0,1,1,1,1,1,Sim,0,1,1,1,1,1,1,0,1
6899,1,1,1,1,0,0,0,1,0,Não,0,1,0,0,0,0,0,1,1
6926,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6939,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6946,0,1,1,1,0,1,1,1,1,Sim,1,1,1,1,1,1,1,1,0
6959,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6976,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6985,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
6993,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6994,1,1,1,0,0,1,1,0,1,Não,1,1,1,1,1,1,1,1,1
6998,1,1,0,0,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
7032,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7033,0,0,1,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
7035,0,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7049,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7063,1,1,0,0,1,0,0,0,1,Sim,0,1,1,1,1,0,1,0,1
7074,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
7075,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7076,1,1,1,0,1,0,0,1,0,Sim,0,1,1,1,1,1,1,1,1
7130,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,0,0,1,1,0
7144,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
7151,0,0,1,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7155,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
7157,1,1,0,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
7159,0,0,1,0,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7162,1,0,1,0,0,0,1,1,1,Sim,1,0,1,1,1,1,1,0,0
7171,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7175,1,1,0,0,0,0,1,0,1,Sim,1,0,1,1,1,1,1,0,0
7180,1,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7193,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7194,1,1,0,1,0,0,1,1,1,Sim,0,1,1,0,0,0,0,0,1
7196,1,0,1,1,0,1,1,1,1,Não,1,1,1,1,1,1,0,1,1
7203,1,1,1,0,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
7215,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7226,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7234,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7245,0,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,0,0,1,0
7254,1,1,1,1,1,0,0,0,0,Não,1,1,1,1,1,0,1,0,0
7258,0,0,1,0,1,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
7260,1,1,0,0,0,1,1,0,1,Sim,0,1,0,0,0,0,0,1,1
7268,1,1,1,0,1,0,0,0,0,Sim,0,1,1,1,1,1,1,0,1
7277,1,1,1,0,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
