id,quesm2,ativcolm2,forum5,forum6,forum7,ativcolm2r,quesm2r,forum8,forum2r,aprovado,quesm1,quesm1r,forum1,forum2,forum3,forum4,ativcolm1,ativcolm1r,forum1r
7279,1,1,1,0,1,0,1,1,0,Sim,0,1,1,1,1,0,0,1,1
7286,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7302,1,1,0,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7305,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7311,1,0,0,0,0,1,0,0,0,Não,1,0,1,1,1,1,1,0,0
7317,1,1,1,1,1,1,1,1,1,Sim,1,1,1,1,1,1,1,1,1
7320,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7326,1,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7331,1,1,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,1,0,0
7339,1,1,1,1,0,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
7357,1,0,1,0,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7367,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7370,1,0,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,0,0,0
7371,1,1,1,1,0,0,0,0,0,Sim,1,0,1,1,1,1,0,1,0
7373,1,0,0,0,0,1,1,0,1,Não,1,0,1,1,1,1,1,0,0
7375,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
7381,1,1,1,0,0,0,0,0,0,Não,1,0,0,0,0,0,0,0,0
7397,0,0,0,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7398,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,0,0,0,0,0
7421,1,1,1,1,1,0,0,0,0,Não,1,1,1,1,1,1,1,0,0
7442,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7450,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7454,1,1,0,0,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
7455,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
7460,0,0,0,0,0,1,1,0,0,Não,0,0,1,1,1,1,0,0,0
7466,1,1,1,1,1,0,0,1,0,Sim,1,0,0,1,0,1,1,0,0
7480,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7492,1,1,0,0,0,0,0,1,0,Sim,1,0,0,0,0,0,0,0,0
7494,1,1,1,1,1,0,1,1,1,Sim,1,1,1,1,1,1,1,1,0
7535,0,0,0,1,1,1,1,0,1,Sim,0,1,1,1,1,1,0,1,1
7540,0,1,1,1,1,0,0,1,0,Sim,0,1,1,1,1,1,1,0,0
7543,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7546,0,1,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
7547,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7556,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7574,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7576,1,1,1,0,1,0,1,0,1,Sim,0,1,1,1,1,1,1,0,1
7588,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7595,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7598,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
7611,1,0,0,0,0,1,1,0,0,Sim,0,1,1,1,1,1,0,1,1
7623,1,1,1,1,1,0,0,0,0,Não,0,1,1,1,1,1,0,0,0
7624,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
7630,1,0,0,1,0,0,0,0,0,Não,0,1,1,1,1,1,1,0,0
7637,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7638,1,1,1,1,0,0,0,1,0,Não,1,0,1,1,1,1,1,1,0
7648,1,1,1,1,1,0,1,1,0,Sim,0,1,1,1,1,1,0,1,1
7667,1,0,1,1,1,1,1,1,1,Sim,0,1,1,1,1,1,0,1,1
7680,0,1,0,0,0,0,0,0,0,Não,0,1,1,0,0,0,1,1,1
7703,1,1,1,0,1,0,0,1,0,Não,0,1,1,1,1,1,1,0,0
7712,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7717,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7719,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7728,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7820,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7826,1,0,1,0,1,0,0,1,0,Não,0,1,1,1,0,1,0,1,1
7845,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7849,1,1,1,0,0,0,1,0,0,Não,0,1,1,1,1,1,0,1,1
7859,1,0,1,1,1,0,1,1,0,Sim,0,1,1,1,1,1,0,0,0
7861,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7877,1,0,1,1,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7897,1,1,1,1,1,0,0,1,0,Não,1,0,0,0,0,0,0,0,0
7904,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7905,0,1,0,0,0,0,1,0,0,Sim,1,0,1,1,1,1,0,1,0
7939,1,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,0,1,0,0
7950,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7952,1,1,1,0,1,0,1,1,0,Sim,1,0,1,1,1,1,1,0,0
7959,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7966,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
7969,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7981,1,1,0,0,0,0,0,0,1,Sim,1,0,1,1,1,1,1,0,0
7987,1,1,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
8027,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8032,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8033,1,1,0,1,1,0,0,0,1,Sim,1,1,1,1,1,1,1,0,0
8038,1,0,0,1,0,0,1,1,1,Não,1,1,1,1,1,0,0,0,1
8047,1,1,0,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8048,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8062,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
8072,0,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
8077,1,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8079,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8098,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8102,1,0,1,0,1,0,1,1,0,Não,0,1,0,0,0,0,0,0,0
8107,1,1,1,1,0,0,0,1,1,Não,0,1,1,1,1,0,0,0,1
8114,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
8116,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8117,1,1,1,1,1,0,0,1,0,Não,1,0,0,0,0,0,0,0,0
8118,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
8119,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
8133,0,0,1,1,0,1,0,1,0,Não,0,1,0,0,0,0,0,0,1
8139,1,1,0,0,0,0,1,0,1,Sim,1,1,0,1,1,1,1,0,0
8147,1,1,1,1,0,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
8165,1,0,1,1,1,1,1,0,0,Sim,1,1,1,1,1,1,1,0,0
8171,1,0,1,0,1,1,0,1,1,Sim,1,1,1,1,1,0,0,1,1
8175,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8186,0,0,1,1,1,0,0,0,0,Não,0,1,1,1,1,1,1,0,1
8190,1,1,1,0,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
8204,0,0,0,1,0,0,0,0,1,Não,1,0,1,1,1,1,1,0,0
8206,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
8241,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
8242,1,1,0,0,0,0,0,0,0,Sim,1,0,1,0,0,0,0,0,0
8251,1,1,0,0,1,1,0,0,0,Sim,0,0,1,1,1,0,1,1,0
8255,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8257,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,1,1,1,0,0
8275,0,0,0,0,0,0,1,0,1,Não,0,0,1,0,0,0,0,0,0
8280,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
8288,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
8304,1,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
8309,1,0,1,1,1,0,0,1,1,Sim,1,1,1,1,1,1,0,0,0
8318,1,1,1,1,1,0,1,0,0,Sim,1,0,1,1,1,1,1,0,0
8325,0,0,1,1,1,1,0,0,0,Não,0,0,1,1,1,1,1,0,0
8337,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8388,1,1,1,1,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8403,1,1,1,1,0,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
8411,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
8429,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,1,0,0,0,0
8450,1,0,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
8451,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8474,0,0,0,1,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
8480,1,1,1,0,1,0,0,1,0,Sim,1,1,1,1,1,1,0,0,0
8515,0,0,0,0,0,1,0,0,1,Não,0,0,1,1,1,1,1,0,0
8523,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
8561,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8574,1,1,0,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,1,1
8575,1,1,0,0,0,0,0,0,0,Sim,0,1,0,0,0,0,1,1,0
8635,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8679,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
8681,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8682,0,0,0,0,0,0,1,0,0,Não,0,1,0,0,0,0,0,0,0
8685,0,0,0,1,0,1,1,0,1,Não,1,1,1,1,1,0,0,1,1
8691,0,0,0,0,0,0,0,0,0,Não,1,0,0,0,0,0,1,0,0
8695,1,1,0,0,0,0,0,0,0,Não,1,0,1,1,0,1,1,0,0
8722,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8725,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
8749,0,1,1,1,1,1,1,0,1,Não,1,0,1,1,1,1,1,0,0
8760,0,1,1,0,0,0,1,0,1,Não,0,1,0,0,0,0,0,0,1
8781,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
8800,1,0,0,0,0,0,1,0,1,Não,0,1,1,0,1,0,0,0,0
8826,0,0,1,1,0,0,0,0,0,Não,1,1,0,1,1,1,0,0,0
8856,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8884,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
8893,1,0,0,0,0,0,1,0,0,Não,0,0,1,0,0,0,1,0,0
8906,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8909,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8911,1,1,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8919,1,0,1,1,1,1,1,1,1,Não,0,1,1,1,1,1,1,1,1
8931,1,1,1,0,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
8933,1,1,0,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8935,0,0,1,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
8936,1,0,1,0,1,0,0,1,0,Sim,0,1,1,1,1,1,0,0,1
8968,1,1,1,0,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
8982,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8999,1,1,1,1,1,1,0,0,1,Não,1,0,1,1,1,1,1,0,0
9005,1,0,0,0,0,0,0,0,0,Não,0,1,0,0,0,0,0,0,0
9011,0,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9023,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
9025,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,1
9027,1,1,0,0,1,1,1,0,1,Sim,1,1,1,1,0,0,0,1,1
9035,0,1,1,1,1,0,0,0,0,Não,1,0,1,0,1,1,1,0,0
9042,0,1,1,1,1,0,1,1,0,Sim,1,0,1,1,1,1,1,0,0
9047,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9056,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
9057,0,0,1,1,1,1,1,1,1,Não,1,0,1,1,1,1,1,0,0
9063,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9064,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9082,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9091,1,1,1,0,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
9097,0,0,0,1,0,0,0,0,0,Não,1,0,0,0,1,1,1,0,0
9101,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9106,1,0,0,0,0,1,1,0,1,Sim,0,1,1,0,0,0,0,1,0
9116,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
9123,1,0,0,0,0,0,1,0,0,Não,0,0,0,0,0,0,0,0,0
9132,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9149,1,1,1,0,1,1,1,0,0,Não,1,0,1,1,0,0,1,0,0
9155,1,0,1,0,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
9168,0,0,0,0,0,0,0,0,0,Sim,0,0,1,1,1,1,0,0,0
9169,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
9191,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,0,1,0,0
9194,1,1,0,0,1,0,1,0,0,Não,0,0,1,1,1,1,0,0,1
9195,1,0,1,0,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9196,1,1,1,0,1,0,1,0,1,Não,1,1,0,0,0,0,1,0,0
9197,0,0,0,0,0,1,1,0,1,Sim,0,1,0,0,0,0,0,1,0
9200,1,0,0,1,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
9212,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9217,1,1,1,1,1,1,0,1,0,Não,1,1,1,1,1,1,1,0,0
9224,1,1,1,0,0,0,0,0,0,Sim,0,1,1,1,1,1,1,0,1
9229,1,0,1,1,0,1,1,0,1,Não,0,0,1,1,1,1,1,0,0
9233,1,1,1,1,1,0,1,0,0,Sim,1,0,1,1,1,1,1,0,0
9265,0,0,0,0,0,0,1,0,1,Não,1,1,1,1,1,1,1,0,0
9283,0,0,0,0,0,0,0,0,1,Não,0,0,0,0,0,0,0,0,0
9288,0,1,1,1,0,0,0,0,0,Não,0,0,1,1,0,0,1,0,1
9297,1,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,1,0,0
9298,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
9299,1,1,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,1,1,0
9306,0,1,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,1,0,0
9322,0,0,0,0,1,0,0,1,0,Não,0,0,1,1,1,1,0,0,0
9323,1,1,0,0,0,1,1,0,1,Não,1,1,1,1,0,1,1,1,1
9339,1,1,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,1,0,0
9340,0,1,1,1,0,1,1,0,1,Não,1,0,1,1,1,1,1,0,0
9372,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
9379,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9389,1,1,1,1,0,0,1,1,0,Sim,0,1,1,1,1,1,0,1,1
9408,0,0,0,0,0,0,0,0,0,Não,0,1,1,0,0,0,0,0,0
9409,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
9438,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9444,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9447,1,1,0,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
9453,1,0,0,0,0,0,1,0,0,Não,1,1,1,1,1,1,0,1,1
9455,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9460,0,0,0,0,0,0,1,0,0,Não,0,0,1,1,1,1,1,0,0
9461,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9462,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
9467,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
9475,1,1,1,1,1,0,0,1,1,Sim,1,0,1,1,1,1,1,0,0
9479,1,1,1,0,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
9484,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,1,0,0
9492,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9495,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
9526,0,0,1,1,0,0,1,0,0,Não,1,0,1,1,1,0,1,0,0
9545,1,1,1,1,0,0,1,0,0,Não,1,0,1,1,1,1,1,0,0
9548,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
9567,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
9571,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9590,1,1,1,0,1,1,1,0,1,Não,1,1,1,1,1,1,1,0,1
9600,1,0,1,0,0,0,1,1,0,Sim,1,0,1,1,1,0,0,0,0
9605,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
9606,0,0,0,0,0,0,0,0,0,Não,1,1,1,1,1,1,0,0,0
9607,0,0,0,0,0,0,0,0,0,Não,0,1,1,1,1,1,0,0,1
9608,0,0,0,0,0,0,0,0,0,Não,0,1,1,1,0,0,0,1,1
9634,1,1,1,1,0,0,0,1,1,Não,1,1,1,0,1,1,0,1,1
9647,1,1,1,0,0,0,0,0,1,Sim,1,1,1,1,1,1,1,0,1
9657,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,1,1
9670,1,1,1,0,0,0,1,0,0,Sim,1,1,1,1,0,1,1,0,0
9676,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9681,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,1
9695,0,1,0,0,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
9705,0,0,0,0,0,0,0,0,0,Não,1,0,1,0,0,0,0,0,0
9715,1,1,1,0,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9725,1,1,0,1,0,0,0,1,0,Sim,0,1,1,1,1,1,1,0,0
9745,1,1,1,1,1,0,1,1,0,Sim,0,1,1,1,1,0,0,1,1
9765,1,0,1,1,1,0,0,1,0,Não,0,1,1,1,1,0,0,0,0
9767,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9787,0,0,0,0,0,0,1,0,1,Não,0,0,1,1,1,0,0,0,0
9788,1,0,1,1,1,1,1,0,1,Sim,1,1,1,1,1,1,0,1,1
9797,1,1,0,0,0,0,1,0,1,Não,0,1,0,0,0,0,0,1,0
9799,1,0,1,1,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9809,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9812,1,0,0,0,0,0,0,0,0,Não,1,0,1,1,0,1,1,0,0
9824,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9825,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
9836,0,1,1,0,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9867,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9875,1,1,1,0,1,0,0,1,0,Sim,0,1,1,1,1,1,1,1,1
9880,1,1,1,0,0,1,1,1,0,Sim,0,1,1,1,1,1,0,1,1
9886,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
9893,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9898,1,1,1,0,1,0,1,1,0,Não,1,1,1,0,1,0,1,0,1
9904,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9917,1,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
9940,1,1,1,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
9979,0,1,0,0,0,0,0,0,0,Não,0,0,0,1,1,0,1,0,0
9981,0,1,0,1,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
9983,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,0
9992,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
9998,0,0,1,1,1,0,0,1,0,Não,0,0,1,1,0,0,0,0,0
9999,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
10000,1,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
10002,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10007,0,0,0,1,1,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
10009,1,1,1,0,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10017,1,1,1,1,1,1,1,1,1,Sim,0,1,1,1,0,1,0,1,1
10018,0,0,1,0,0,1,0,0,0,Não,1,0,1,1,1,1,0,1,0
10030,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10040,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10046,0,0,0,0,0,0,0,0,0,Sim,1,1,1,1,1,1,0,0,0
10048,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10054,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10077,1,1,1,0,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10084,1,0,1,0,1,0,0,1,0,Sim,0,1,1,1,1,0,0,0,1
10088,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
10093,0,1,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
10096,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10099,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10103,1,1,1,1,1,0,1,1,0,Não,0,1,1,1,1,1,1,0,0
10120,1,1,0,1,1,0,0,1,0,Sim,1,0,1,0,0,0,1,0,0
10121,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,1
10133,0,0,1,1,1,1,0,1,0,Não,1,0,1,1,1,1,0,1,1
10144,1,1,0,0,0,1,1,0,0,Sim,1,0,1,1,1,0,1,0,0
10148,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10149,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
10188,1,0,1,0,1,0,0,1,0,Não,1,1,1,1,1,0,1,0,1
10197,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10206,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,0
10210,1,0,0,1,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
10211,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10224,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10238,0,0,0,0,0,1,1,0,1,Sim,1,1,1,1,1,0,0,1,1
10263,1,1,1,1,1,1,1,0,1,Não,1,1,1,1,1,1,1,1,1
10265,0,0,0,0,0,0,0,0,0,Não,0,1,1,0,1,1,1,0,1
10281,1,1,1,0,1,0,0,1,0,Sim,0,1,1,1,1,1,1,0,1
10328,1,1,1,1,0,0,0,1,0,Sim,0,1,1,1,1,1,1,0,0
10358,1,1,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
10371,1,1,1,1,1,0,0,1,0,Não,1,0,0,0,0,0,0,0,0
10374,1,1,0,0,0,1,1,1,1,Não,1,0,1,1,0,1,1,1,0
10376,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,1,0
10383,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10384,1,0,1,1,0,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
10395,1,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
10400,1,0,0,1,0,0,1,0,1,Sim,1,1,1,1,1,0,0,0,1
10407,1,1,1,0,0,0,0,0,0,Não,0,1,1,1,0,0,1,0,0
10408,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10413,0,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
10430,1,0,1,0,0,0,1,1,1,Não,1,1,1,1,1,1,1,1,1
10432,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
10438,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,0,0,0,1,0
10448,1,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
10474,1,1,0,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10476,0,0,1,1,1,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
10519,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,0,0,0
10532,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,0,1,1,0,0
10535,1,0,0,0,0,0,1,0,1,Não,0,1,0,0,0,0,0,0,0
10538,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10543,1,1,1,1,1,1,1,1,1,Sim,1,1,1,1,1,0,1,1,1
10560,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
10562,1,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
10601,1,0,0,0,0,0,1,0,0,Sim,0,1,0,0,0,0,0,0,0
