id,idade,sexo,escolaridade,estadocivil,ocupacao,tempodeservico,religiao,contatoanterior,lidadiretamente,lida.onde,materialdidatico,prazoatividades,interacaopares,organizacaocurso,import.ajud.tutor,autoavaliacao.x,part.outrocurso,pp001,pp002,pp003,pp004,pp005,pp006,pp007,pp008,pp009,pp010,pp011,pp012,pp013,pp014,pp015,pp016,pp017,pp018,pp019,pp020,pp021,pp022,pp023,pp024,pp025,pp026,pp027,pp028,pp029,pp030,pp031,pp032,pp033,pp034,pp035,pp036,pp037,aprovado,Identificação pessoal com o tema (motivopart),Identificação profissional com o tema (motivopart),Para aquisição de conhecimento na área (motivopart),Pelo fato de o curso ser gratuito (motivopart),Pelo fato de o curso estar vinculado à Universidade (motivopart),Por ser um curso à distância (motivopart),Por ser uma oportunidade de formação continuada (motivopart),Ausência da família (barreiras),Pouca comunicação com os pais (barreiras),Uso de substâncias por familiares (barreiras),Presença de drogas ilícitas no ambiente escolar (barreiras),Proximidade da rede de distribuição de drogas (barreiras),Ausência de limites dos alunos (barreiras),Ausência de colaboração da equipe escolar (barreiras),Ausência de regras no ambiente escolar (barreiras),Possuir alunos interessados na temática (facilitadores),Presença de uma equipe para trabalhar a temática (facilitadores),Estímulo aos alunos (facilitadores),Desenvolvimento de projetos na escola (facilitadores),Apoio aos projetos em desenvolvimento (facilitadores),Presença de regras no ambiente escolar (facilitadores),Promoção de compromisso e confiança (facilitadores),Valorização do ambiente escolar (facilitadores),Participação da comunidade e dos pais no trabalho de prevenção (facilitadores)
5990,45,Feminino,Pós-graduação,Casado (a),Professor (a),9,Católica,Não,Sim,Escola,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,"Nem discordo, nem concordo",Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,"Nem discordo, nem concordo",Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,43,Feminino,Ensino Superior Completo,Casado (a),Professor (a),2,Católica,Sim,Sim,Comunidade,Muito adequado,Flexível,Importante,Muito organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Discordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Sim,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6034,53,Feminino,Pós-graduação,Solteiro (a),Professor (a),31,Católica,Sim,Sim,Outros,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Discordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6038,49,Feminino,Pós-graduação,Casado (a),Professor (a),27,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,Discordo,Concordo,Discordo,Concordo,Sim,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6063,41,Masculino,Ensino Superior Completo,Casado (a),Professor (a),3,Evangélica,Sim,Sim,Escola,Adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6070,42,Masculino,Pós-graduação,Casado (a),Diretor (a),1,Espírita,Sim,Sim,Comunidade,Muito adequado,Muito flexível,Importante,Muito organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6076,45,Feminino,Pós-graduação,Casado (a),Professor (a),27,Católica,Sim,Não,Escola,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo,Discordo,Discordo,Discordo,Concordo,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6108,41,Masculino,Pós-graduação,Casado (a),Diretor (a),1,Católica,Sim,Sim,Comunidade,Muito adequado,Flexível,Importante,Muito organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Sim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6120,40,Masculino,Pós-graduação,Casado (a),Professor (a),4,Evangélica,Sim,Sim,Escola,Adequado,Flexível,Muito importante,Organizado,Sempre,"Sim, considero",Sim,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6126,50,Feminino,Pós-graduação,Casado (a),Professor (a),5,Católica,Sim,Não,Comunidade,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Sim,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1
6163,41,Feminino,Pós-graduação,Casado (a),Professor (a),16,Católica,Sim,Não,Comunidade,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,"Nem discordo, nem concordo",Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6166,49,Feminino,Ensino Superior Completo,Casado (a),Professor (a),0,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Importante,Muito organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Não,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6184,55,Masculino,Ensino Superior Completo,Casado (a),Outros,2,Católica,Sim,Sim,Outros,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Não,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo totalmente,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,Concordo,Discordo totalmente,"Nem discordo, nem concordo",Concordo totalmente,Concordo,Concordo,Discordo,Discordo totalmente,Concordo,Discordo,Concordo,Sim,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
6192,47,Feminino,Pós-graduação,Casado (a),Professor (a),4,Católica,Sim,Não,Família,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Sim,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
6216,44,Feminino,Ensino Superior Completo,Casado (a),Professor (a),16,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Sim,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Concordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,"Nem discordo, nem concordo",Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6218,53,Feminino,Pós-graduação,Casado (a),Professor (a),27,Católica,Sim,Sim,Família,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Não,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo,Discordo,"Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,Discordo,Concordo,Não,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
6228,54,Feminino,Ensino Superior Completo,Casado (a),Outros,2,Católica,Sim,Não,Outros,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Concordo,Discordo,"Nem discordo, nem concordo",Discordo,Discordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,"Nem discordo, nem concordo",Discordo,Discordo,Concordo,Discordo,Concordo,Sim,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
6231,46,Feminino,Pós-graduação,Casado (a),Professor (a),23,Católica,Sim,Sim,Amigos,Muito adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo totalmente,Discordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
6233,45,Feminino,Pós-graduação,Casado (a),Professor (a),10,Católica,Não,Sim,Escola,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Concordo,Concordo,"Nem discordo, nem concordo",Concordo,Concordo,Discordo totalmente,Discordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Discordo,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6244,39,Feminino,Ensino Superior Incompleto,Casado (a),Outros,2,Católica,Sim,Sim,Comunidade,Muito adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Sim,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
6275,25,Feminino,Ensino Superior Completo,Solteiro (a),Professor (a),2,Católica,Sim,Sim,Escola,Muito adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Sim,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Discordo,"Nem discordo, nem concordo",Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6284,50,Masculino,Pós-graduação,Casado (a),Professor (a),11,Católica,Sim,Não,Amigos,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Discordo,Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6297,42,Masculino,Pós-graduação,Casado (a),Professor (a),19,Católica,Sim,Sim,Comunidade,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero, porém, poderia estar me esforçando mais",Não,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,"Nem discordo, nem concordo",Discordo,Discordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6310,44,Feminino,Pós-graduação,Casado (a),Professor (a),10,Católica,Não,Sim,Comunidade,Adequado,Flexível,Importante,Muito organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,"Nem discordo, nem concordo",Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Discordo,Concordo,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6318,49,Feminino,Pós-graduação,Casado (a),Professor (a),23,Católica,Não,Não,Outros,Muito adequado,Flexível,Muito importante,Muito organizado,Sempre,"Sim, considero",Sim,"Nem discordo, nem concordo",Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Discordo,Concordo,Discordo totalmente,Concordo,Concordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Sim,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
6322,49,Feminino,Pós-graduação,Casado (a),Professor (a),25,Católica,Sim,Sim,Comunidade,Adequado,Flexível,Importante,Organizado,Sempre,"Sim, considero",Não,Discordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo,Discordo,"Nem discordo, nem concordo","Nem discordo, nem concordo",Discordo totalmente,Concordo,"Nem discordo, nem concordo",Concordo,Discordo,Discordo,Discordo,"Nem discordo, nem concordo",Concordo,Concordo totalmente,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
